id,nombre,especie,id_comuna,peso_kg,edad,fecha_nacimiento
4946,Lida,Narval,139,915.0,75,1949/10
4947,Jensen,Raya,171,67.0,53,1971/6
4948,Chanelle,Coati,118,4.2,41,1983/9
4949,Torrey,Alpaca,90,48.75,29,1995/5
4950,Sol,Leopardo marino,192,270.0,4,2020/8
4951,Nyla,Armadillo,312,6.8,68,1955/1
4952,Willam,Tortuga de tierra,337,55.0,8,2016/10
4953,Donavan,Salamandra gigante,111,1.03,48,1975/2
4954,Liberty,Llama,60,199.5,79,1945/8
4955,Vira,Manatí de tierra,115,322.0,80,1943/4
4956,Mardell,Zarigüeya,169,1.14,62,1961/2
4957,Samie,Antílope saiga,331,72.5,8,2016/10
4958,Jamarcus,Zarigüeya,190,0.87,5,2018/4
4959,Fred,Nutria,300,6.75,59,1965/11
4960,Erline,Araña cangrejo,103,0.0266,96,1928/5
4961,Tallie,Pingüino,282,20.7,90,1934/12
4962,Tamia,Erizo de mar,296,0.35,43,1981/7
4963,Bart,Pez león,305,0.6,8,2015/4
4964,Bartholomew,Lobo,148,29.7,87,1936/1
4965,Lenon,Búho,29,0.76,23,2001/5
4966,Blaze,Grillo,108,0.00168,52,1972/9
4967,Felix,Lobo,102,15.9,60,1964/6
4968,Aliza,Anguila,186,3.9,22,2001/1
4969,Unique,Gorila,332,149.4,56,1968/7
4970,Adrienne,Araña cangrejo,57,0.0216,102,1922/12
4971,Salina,Alpaca,331,44.2,3,2021/8
4972,Geri,Estrella espinosa,90,0.208,82,1941/1
4973,Octavio,Pez gato,302,2.32,61,1962/3
4974,Miles,Zorro,149,4.2,67,1957/7
4975,Levin,Coati,258,6.18,2,2021/2
4976,Gayla,Bisonte,115,832.0,73,1950/3
4977,Eulalia,Escarabajo Hércules,152,0.082,11,2013/11
4978,Jake,Zorro volador,99,0.435,23,2000/2
4979,Jahiem,Colibrí,80,0.00154,56,1967/3
4980,Kaydence,Esturión,105,48.5,49,1975/11
4981,Raphael,Barracuda,302,3.15,63,1960/3
4982,Theodocia,Caracol de tierra,92,0.0149,7,2017/6
4983,Esau,Renacuajo,278,0.00058,79,1945/9
4984,Claribel,Cerdo,100,144.1,6,2017/2
4985,Marta,Ñeque,265,91.7,104,1920/7
4986,Beckie,Manta,20,1020.0,66,1957/4
4987,Derrell,Erizo de tierra,343,0.405,22,2001/2
4988,Aliana,Trucha,253,0.9,55,1969/12
4989,Muriel,Dorado,96,9.3,9,2015/6
4990,Kya,Gato,309,5.6,81,1943/5
4991,Demetri,Suricata,20,2.04,83,1941/9
4992,Micayla,Morsa,178,837.0,56,1968/9
4993,Yajaira,Armadillo gigante,237,64.5,25,1998/4
4994,Elisha,Tigre,107,198.0,22,2002/7
4995,Aletha,Murciélago,71,0.0252,30,1993/2
4996,Chrissie,Caballito de mar,237,0.00147,35,1989/12
4997,Heaven,Medusa,84,0.8,69,1954/2
4998,Vickie,Manatí de tierra,215,521.5,3,2021/11
4999,Drema,Alpaca,35,70.85,85,1939/7
5000,Annette,Caballito de mar,110,0.00088,55,1969/8
5001,Percy,Lobo,37,43.2,69,1955/12
5002,Gabriel,Suricata,159,1.785,45,1978/2
5003,Rashad,Bagre,99,1.36,43,1981/8
5004,Ebenezer,Gallina,143,2.425,86,1938/7
5005,Verona,Aye-aye,215,1.8,94,1930/8
5006,Winifred,Tortuga de orejas rojas,41,0.66,61,1963/11
5007,Lewis,Rata,278,0.435,90,1934/10
5008,Mendy,Caracol marino,5,0.046,14,2009/1
5009,Dexter,Manatí de tierra,61,486.5,29,1994/4
5010,Barbra,Suricata,92,0.945,25,1998/3
5011,Fleta,Escorpión,27,0.048,56,1967/2
5012,Michaele,Wallaby,286,28.4,63,1960/3
5013,Wing,Carpa,154,4.2,27,1996/4
5014,Everette,Camello,23,702.0,86,1938/5
5015,Anner,Hormiga reina,165,0.00094,34,1989/2
5016,Katheryn,Lagarto,286,0.585,44,1979/4
5017,Job,Pez globo,41,0.74,65,1959/12
5018,Berkley,Oryx,284,142.5,64,1960/12
5019,Yolonda,Erizo de mar,135,0.43,57,1967/5
5020,Collin,Cocodrilo de agua salada,3,1220.0,47,1976/4
5021,Sanjuanita,Oso polar,96,490.5,13,2011/10
5022,Clark,Jirafa,340,1440.0,60,1964/6
5023,Baylee,Pez globo,323,0.86,93,1931/6
5024,Gorden,Suricata,23,1.44,65,1959/11
5025,Veta,Caballo,111,315.0,87,1936/3
5026,Charlene,Pez ángel,232,0.321,99,1924/1
5027,Carleigh,Elefante marino,119,1760.0,99,1925/12
5028,Dante,Alpaca,257,48.1,32,1991/2
5029,Euphemia,Nutria marina,91,23.4,26,1997/3
5030,Manda,Pato,271,1.695,71,1953/7
5031,Neppie,Pez mariposa,120,0.127,93,1930/1
5032,Armin,Tarántula Goliat,199,0.2,62,1962/12
5033,Randall,Ciervo,292,259.2,23,2001/10
5034,Newell,Elefante,54,4450.0,35,1988/3
5035,Xavier,Pulpo,133,6.65,9,2014/2
5036,Taina,Caballo,300,535.0,18,2006/7
5037,Cory,Cerdo,33,110.0,25,1998/3
5038,Juliette,Cangrejo de mar,339,0.61,1,2022/3
5039,Lorene,Mantarraya,296,640.0,98,1925/2
5040,Sydnee,Caracol marino,79,0.035,87,1937/8
5041,Alice,Gato,33,2.64,99,1924/4
5042,Hall,Pez globo,20,1.03,74,1949/1
5043,Jasmin,Estrella frágil,221,0.141,102,1922/9
5044,Ama,Pez payaso,173,0.022,62,1961/1
5045,Harper,Canario,218,0.0256,60,1964/11
5046,Duard,Morsa,260,1260.0,21,2003/6
5047,Darry,Serpiente,86,3.5,20,2003/2
5048,Yessenia,Jirafa,322,1536.0,72,1952/5
5049,Park,Zorro,142,8.76,35,1989/11
5050,Yamilex,Erizo de tierra,272,0.5,103,1921/12
5051,Trilby,Petauro del azúcar,155,0.195,39,1985/6
5052,Deborrah,Barracuda,46,5.65,62,1961/3
5053,Wayman,Manatí,256,200.0,63,1961/5
5054,Doretha,Estrella de mar,204,0.13,37,1986/2
5055,Lynne,Pingüino,114,9.9,90,1934/12
5056,Joi,Gorila,283,178.2,30,1994/5
5057,Neta,Pez león,35,0.66,71,1953/9
5058,Marti,Libélula,69,0.00166,88,1936/7
5059,Ardath,Trucha,201,1.47,18,2005/2
5060,Emmalee,Rinoceronte,287,1702.0,49,1975/7
5061,Nakita,Mariposa,5,0.0084,96,1928/12
5062,Ramiro,Pulpo de anillos azules,309,1.96,40,1984/12
5063,Arabella,Suricata,204,0.81,11,2013/5
5064,Mahalie,Delfín,54,180.0,35,1988/2
5065,Modena,Escorpión,311,0.065,92,1932/7
5066,Thor,Araña cangrejo,329,0.0286,20,2004/10
5067,Martha,Pingüino,338,11.55,86,1938/7
5068,Hank,Berrendo,178,24.0,51,1972/3
5069,Margery,Ñeque,215,71.4,58,1965/3
5070,Trenton,Pez globo,22,0.59,48,1976/5
5071,Rian,Camarón,315,0.0101,9,2015/11
5072,Tristian,Pulpo de anillos azules,246,2.52,14,2009/1
5073,Westley,Castor,231,30.0,57,1966/2
5074,Chasity,Orangután,80,73.5,2,2021/1
5075,America,Tortuga de tierra,65,66.0,94,1930/10
5076,Sherryl,Hormiga reina,314,0.00081,84,1940/11
5077,Rhianna,Hormiga,124,0.0013,27,1997/12
5078,Wylie,Gálago,9,0.149,93,1930/1
5079,Lavonda,Langosta,67,0.48,45,1978/2
5080,Brenda,Ciervo,210,118.8,59,1964/1
5081,Landan,Orca,291,7740.0,31,1992/3
5082,Eller,Narval,145,1080.0,55,1969/12
5083,Cathryn,Gacela de Thomson,3,32.4,38,1986/8
5084,Keenen,Gamba,238,0.0194,48,1975/2
5085,Amberly,Nutria gigante,14,30.6,96,1928/9
5086,Minor,Gato,260,5.36,68,1956/11
5087,Charlie,Alce,258,260.0,95,1929/5
5088,Isiah,Nutria,167,6.2,23,2000/2
5089,Artis,Saltamontes,272,0.00126,8,2015/1
5090,Eithel,Libélula,174,0.00166,23,2001/7
5091,Nathen,Oso negro,77,167.4,43,1981/7
5092,Kandice,Nutria gigante,112,36.0,73,1951/11
5093,Katy,Caracol de jardín,224,0.063,6,2018/12
5094,Gearldine,Escarabajo ciervo,201,0.01,37,1987/7
5095,Asberry,Salamandra gigante,24,0.73,58,1966/12
5096,Orley,Libélula,204,0.003,85,1939/6
5097,Willam,Pez espada,10,54.0,26,1998/5
5098,Judson,Tapir,267,312.5,83,1940/2
5099,Hosteen,Berrendo,125,50.8,43,1981/7
5100,Estrella,Petauro del azúcar,84,0.2025,71,1952/2
5101,Maggie,Pez sierra,335,330.0,18,2005/2
5102,Hasel,Pulpo,263,4.9,18,2006/11
5103,Ab,Águila calva,180,4.62,100,1924/7
5104,Littleton,Estrella de mar,81,0.27,19,2004/3
5105,Ashanti,Rata,335,0.255,11,2012/4
5106,Vaughn,Nutria,246,5.05,36,1987/1
5107,Ressie,Erizo,271,1.29,15,2008/4
5108,Arvo,Pez globo,247,1.13,43,1981/5
5109,Jerimiah,Mariposa Morpho,35,0.0106,30,1994/12
5110,Janis,Estrella de mar,236,0.262,39,1985/11
5111,Idabelle,Nutria de río,42,8.7,48,1976/10
5112,Amey,Delfín nariz de botella,217,292.0,90,1934/8
5113,Pascal,Gorila,33,187.2,29,1995/6
5114,Makaila,Pez globo,33,1.4,52,1971/2
5115,Remington,Araña cangrejo,88,0.0294,2,2022/12
5116,Egbert,Salamandra gigante,170,1.37,91,1933/11
5117,Ninnie,Estrella frágil,339,0.149,62,1962/11
5118,Arminda,Berrendo,310,55.2,63,1960/1
5119,Rand,Saltamontes,212,0.00058,28,1995/1
5120,Albertine,Salmón,118,14.1,68,1955/3
5121,Zavier,Bagre,209,2.74,88,1936/5
5122,Keifer,Berrendo,303,26.4,98,1925/2
5123,Myrta,Tortuga,211,5.04,80,1944/9
5124,Azul,Oryx,222,183.0,33,1991/8
5125,Jermaine,Conejo,162,1.525,38,1986/5
5126,Gilmer,Medusa,314,1.43,82,1942/7
5127,Ebbie,Pez globo,38,0.72,35,1988/4
5128,Arvo,Manatí de tierra,119,196.0,92,1932/12
5129,Torey,Salamandra gigante,32,1.24,40,1984/11
5130,Jena,Nutria de río,219,9.2,14,2010/5
5131,Keesha,Manatí,1,408.0,7,2016/1
5132,Launa,Cebra,113,355.5,87,1936/3
5133,Myles,Piraña,185,1.01,5,2018/3
5134,Kanisha,Tortuga de caja,338,0.64,1,2023/12
5135,Leona,Antílope,93,51.0,95,1928/3
5136,Lorean,Tortuga,15,9.68,15,2009/6
5137,Katarina,Elefante marino,77,1296.0,19,2005/11
5138,Lynda,Armadillo,39,8.88,97,1926/1
5139,Woodroe,Tortuga,28,5.68,25,1999/10
5140,Madonna,Caracol de agua dulce,174,0.021,9,2014/2
5141,Ahmad,Pez cirujano,243,0.25,33,1990/1
5142,Nichole,Estrella frágil,315,0.137,37,1987/8
5143,Delano,Koala,326,14.28,98,1926/12
5144,Ally,Ciervo almizclero,99,104.0,57,1967/11
5145,Jule,Mantarraya,248,1310.0,92,1932/6
5146,Krystle,Tejón,82,15.0,28,1995/2
5147,Willa,Wombat,52,39.9,32,1991/1
5148,Obed,Escorpión,30,0.0295,26,1998/8
5149,Nikolas,Gálago,120,0.149,104,1920/7
5150,Ford,Caracol de tierra,135,0.005,63,1961/7
5151,Foch,Estrella frágil,332,0.102,52,1972/9
5152,Lenore,Pez león,308,0.54,79,1944/1
5153,Larae,Pez ángel,269,0.234,35,1988/1
5154,Sheila,Delfín,22,124.0,15,2009/6
5155,Ardyce,León,79,152.0,2,2021/4
5156,Catharine,Pez payaso,156,0.0214,10,2014/5
5157,Cornelious,Tortuga de caja,168,0.67,48,1975/2
5158,Tayla,Estrella espinosa,126,0.234,20,2003/2
5159,Corwin,Oso negro,215,129.6,72,1952/8
5160,Lannie,Salamandra,137,0.126,51,1973/6
5161,Matt,Pez espada,249,149.0,19,2004/2
5162,Larue,Camarón,241,0.0099,55,1968/3
5163,Nadia,Caracol marino,158,0.0515,102,1921/1
5164,Edwin,Estrella de mar,334,0.182,94,1930/8
5165,Gustaf,Orca,242,4440.0,87,1936/2
5166,Brien,Pez sierra,302,399.0,77,1947/10
5167,Aliza,Langosta,206,0.74,21,2002/4
5168,Sandy,Esturión,294,36.5,47,1977/12
5169,Antonio,Pez loro,294,0.104,44,1980/8
5170,America,Pez halcón,323,0.355,15,2009/9
5171,Orlando,Murciélago,19,0.0384,38,1986/12
5172,Dottie,Estrella frágil,218,0.136,54,1969/4
5173,Myron,Luciérnaga,198,5e-05,45,1979/7
5174,Gladys,Tortuga de agua,209,27.75,11,2013/9
5175,Vincenza,Tortuga de caja,40,0.51,99,1925/5
5176,Meryl,Hipopótamo,200,1830.0,13,2011/8
5177,Nicolas,Elefante,267,7200.0,92,1932/9
5178,Ellsworth,Dingo,255,20.1,38,1985/2
5179,Bedford,Ocelote,207,16.8,91,1933/12
5180,Alexina,Ciempiés gigante,290,0.069,96,1928/10
5181,Joann,Orangután,109,57.75,45,1979/9
5182,Virgle,Tortuga de orejas rojas,203,0.47,92,1931/1
5183,Neha,Gorila,152,142.2,13,2011/8
5184,Roscoe,Nutria de río,50,7.3,42,1982/5
5185,Chadwick,Pez globo,132,1.2,59,1965/9
5186,Donta,Estrella de mar,101,0.266,96,1927/1
5187,Shauna,Tigre,196,272.8,87,1937/5
5188,Dione,Lémur,317,2.02,13,2010/3
5189,Kayden,Kanguro rojo,183,77.55,85,1939/7
5190,Haylie,Caracol de tierra,172,0.0064,56,1968/10
5191,Armand,Canario,262,0.0228,27,1997/5
5192,Belle,Caballito de mar,228,0.054,56,1968/5
5193,Dottie,Lagarto,156,0.68,56,1967/4
5194,Wyman,Trucha,205,0.65,0,2023/1
5195,Kayleigh,Anguila,180,3.45,29,1994/1
5196,Lillia,Ballena azul,307,139500.0,67,1957/6
5197,Ernestine,Erizo de tierra,278,0.65,54,1969/1
5198,Natalya,Tigre,6,204.6,53,1970/4
5199,Sigmund,Delfín,291,172.0,81,1943/11
5200,Alannah,Trucha,334,0.82,98,1926/5
5201,Dorathy,Pez espada,165,69.0,96,1928/8
5202,Darwyn,Cangrejo ermitaño,5,0.051,57,1967/9
5203,Baby,Ñandú,333,27.25,50,1974/11
5204,Aedan,Lobo,291,17.7,49,1975/11
5205,Genevieve,Tiburón blanco,103,1808.0,88,1936/6
5206,Tiera,Gacela de Thomson,109,30.0,92,1932/10
5207,Madeline,Suricata,140,1.62,62,1962/12
5208,Belton,Leopardo marino,191,544.5,37,1986/2
5209,Harm,Pez león,300,0.53,11,2013/12
5210,Dayami,Guepardo,182,87.0,100,1924/7
5211,Corie,Burro,298,248.0,90,1934/7
5212,Reynolds,Cangrejo de río,233,0.395,99,1924/1
5213,Ronny,Cerdo,290,124.3,87,1937/6
5214,Donia,Elefante,82,6950.0,24,2000/9
5215,Kris,Caballito de mar,221,0.0006,16,2008/8
5216,Love,Saltamontes,303,0.00113,100,1923/3
5217,Jonathon,Estrella espinosa,226,0.274,34,1990/7
5218,Spring,Pez globo,177,0.8,89,1934/2
5219,Casimer,Salmón,40,9.5,103,1920/4
5220,Harvey,Cocodrilo,317,435.0,31,1992/3
5221,Libby,Ñeque,194,57.4,64,1959/3
5222,Belle,Mantarraya,12,510.0,14,2010/10
5223,Rickie,Medusa,7,0.64,45,1978/3
5224,Rosena,Orangután,335,53.25,43,1981/5
5225,Tania,Grillo,342,0.001,66,1957/2
5226,Codey,Langostino,225,0.236,44,1980/9
5227,Vere,Perro,130,29.75,24,2000/6
5228,Conard,Escarabajo rinoceronte,218,0.0232,57,1967/5
5229,Hilario,Langosta gigante,16,4.35,51,1973/8
5230,Georgianna,Berrendo,259,33.6,21,2002/2
5231,Bryan,Estrella de mar,168,0.15,65,1959/8
5232,Hiram,Lagarto,187,0.31,97,1927/6
5233,Rudolfo,Piraña,3,1.12,86,1938/9
5234,Daisye,Caballo,133,285.0,20,2003/4
5235,Dakota,Pez sierra,81,273.0,25,1999/7
5236,Kip,Araña,168,0.00381,86,1938/6
5237,Dakotah,Morsa,243,1170.0,54,1970/10
5238,Reid,Camarón,60,0.0133,47,1976/1
5239,Enos,Langosta espinosa,187,1.06,38,1985/3
5240,Juliet,Jirafa,339,732.0,39,1985/8
5241,Ancel,Gato,51,3.12,94,1930/12
5242,Lexie,Canario,274,0.0166,94,1930/9
5243,Patrice,Pingüino,270,11.7,21,2003/7
5244,Gracie,Estrella de mar,302,0.212,76,1948/12
5245,Baby,Estrella de mar,294,0.25,10,2014/10
5246,Milo,Ñandú,182,22.0,32,1992/8
5247,Kaylyn,Pulpo de anillos azules,327,2.5,79,1944/4
5248,Ellie,Rana,155,0.387,62,1961/4
5249,Keenen,Delfín nariz de botella,128,260.0,81,1943/8
5250,Sierra,Mosquito,309,0.0,64,1960/8
5251,Kaleigh,Estrella espinosa,142,0.21,94,1930/6
5252,Laverne,Mosquito,65,0.0,34,1990/10
5253,Iva,Tiburón martillo,17,452.0,4,2020/12
5254,Gil,Caballito de mar,73,0.00114,38,1985/3
5255,Krystle,Zorro,78,4.8,30,1994/9
5256,Rubin,Grillo,326,0.00248,80,1944/11
5257,Lissa,Ocelote,166,14.04,34,1990/8
5258,Ginny,Zarigüeya,20,0.765,36,1987/1
5259,Jeannine,Luciérnaga,259,7e-05,35,1989/12
5260,Adolph,Estrella de mar,217,0.275,66,1957/4
5261,Mat,Ciempiés gigante,274,0.11,21,2003/10
5262,Gianna,Ñu,283,160.8,69,1955/5
5263,Valeria,Abeja,55,0.12,38,1986/5
5264,Britta,Caracol de jardín,301,0.142,36,1988/6
5265,Cher,Nutria gigante,320,25.8,42,1982/6
5266,Amberly,Pato,62,1.485,55,1969/5
5267,Prentice,Escarabajo,130,0.0164,94,1929/3
5268,Conard,Ñu,91,99.6,25,1999/10
5269,Artis,Suricata,197,1.77,34,1989/2
5270,Chiquita,Gálago,156,0.135,103,1921/6
5271,Isobel,Tarántula Goliat,121,0.218,8,2016/9
5272,Andra,Suricata,239,0.945,28,1996/5
5273,Velva,Wombat,70,27.6,29,1995/6
5274,Litzy,Ñandú,176,14.75,46,1977/4
5275,Haiden,Grillo,86,0.00264,29,1995/12
5276,Francisca,Gacela,179,41.0,104,1920/9
5277,Sage,Pez cirujano,25,0.55,43,1981/8
5278,Malinda,Lince,309,7.3,51,1973/10
5279,Pandora,Grillo,173,0.00252,60,1963/2
5280,Angela,Leopardo marino,20,387.0,98,1926/7
5281,Pierre,Tortuga de agua,148,17.5,19,2004/4
5282,Pearla,Cabra,144,33.75,35,1989/6
5283,Liz,Araña cangrejo,165,0.022,57,1967/8
5284,Claude,Gorila,138,115.2,44,1980/6
5285,Yee,Cangrejo de río,226,0.29,51,1973/7
5286,Kyan,Manatí de tierra,257,444.5,101,1923/10
5287,Essex,Abeja,334,0.053,67,1956/4
5288,Leanne,Koala,155,17.5,63,1961/8
5289,Martha,Wombat,104,16.2,22,2001/3
5290,Fabiola,Koala,276,18.62,55,1968/2
5291,Hobert,Ciervo almizclero,338,89.6,28,1996/6
5292,Eudora,León,3,285.0,37,1986/3
5293,Madison,Abeja,331,0.126,82,1941/3
5294,Zeta,Águila calva,103,4.56,85,1939/5
5295,Madora,Medusa,52,0.98,42,1982/10
5296,Lavonne,Tarántula,7,0.224,23,2000/1
5297,Ardelia,Cisne,233,8.1,95,1929/11
5298,Zettie,Salamandra,200,0.087,15,2009/5
5299,Luciano,Rinoceronte,261,3266.0,100,1924/5
5300,Porter,Barracuda,167,5.7,93,1931/5
5301,Linden,Nutria,138,4.45,35,1989/7
5302,Ali,Zarigüeya,246,1.71,87,1936/2
5303,Mariann,Ciervo de cola blanca,109,124.0,3,2021/8
5304,Kelis,Pez halcón,311,0.26,64,1960/11
5305,Cody,Estrella frágil,180,0.079,11,2012/2
5306,Delphia,Murciélago,303,0.0336,79,1944/4
5307,Leonel,Pingüino,303,8.85,33,1991/10
5308,Theodora,Avestruz,160,106.5,47,1977/6
5309,Reed,Bagre,16,1.5,57,1967/12
5310,Effa,Pez halcón,80,0.285,66,1958/7
5311,Americo,Llama,118,186.0,36,1988/9
5312,Andria,Estrella espinosa,69,0.172,22,2001/2
5313,Rachael,Hipopótamo,66,1935.0,49,1974/2
5314,Denzel,Avestruz,40,112.5,103,1921/8
5315,Earlean,Estrella de mar,172,0.51,65,1959/10
5316,Waldo,Erizo de mar,21,0.69,97,1927/5
5317,Joelle,Escarabajo rinoceronte,240,0.118,25,1999/12
5318,Marilyn,Tarántula,19,0.298,13,2011/8
5319,Ryan,Estrella espinosa,295,0.106,88,1936/11
5320,Dixon,Pez cirujano,74,0.67,17,2007/12
5321,Una,Gamba,246,0.0218,30,1994/9
5322,Ty,Mariposa monarca,177,0.0029,16,2008/12
5323,Glenn,Escarabajo Hércules,208,0.1,22,2002/9
5324,Ariane,Erizo de mar,284,0.5,77,1947/5
5325,Almeta,Gálago,227,0.058,67,1957/11
5326,Tambra,Escarabajo rinoceronte,266,0.1,98,1926/7
5327,Glendon,Mariposa monarca,270,0.00264,33,1990/1
5328,Verda,Escarabajo rinoceronte,336,0.0276,83,1940/4
5329,Dulce,Cebra,128,279.0,51,1973/12
5330,Jasen,Atún,178,232.5,81,1943/6
5331,Landyn,Cerdo,216,73.7,90,1934/6
5332,Crissie,Langosta,312,0.61,29,1995/9
5333,Aryanna,Nutria gigante,327,44.7,95,1928/2
5334,Marilla,Cocodrilo de agua salada,40,690.0,67,1957/12
5335,Kattie,Suricata,206,1.44,46,1978/8
5336,Rhianna,León,116,256.5,32,1992/6
5337,Rikki,Cangrejo de río,203,0.635,69,1954/1
5338,Jenna,Raya,212,134.0,67,1957/8
5339,Krysta,Águila,177,3.0,69,1955/9
5340,Kaylah,Ciempiés gigante,289,0.133,40,1983/1
5341,Jered,Raya,6,81.0,87,1936/2
5342,Kandace,Escarabajo rinoceronte,138,0.071,1,2023/9
5343,Marnita,Cebra,113,607.5,9,2014/1
5344,Tamisha,Mosquito,215,0.0,15,2009/12
5345,Cal,Llama,209,184.5,8,2016/8
5346,Willian,Rinoceronte,232,3289.0,8,2015/1
5347,Lyndsay,Caracol marino,196,0.041,49,1974/3
5348,Early,Águila calva,142,4.98,47,1977/11
5349,Annamae,Águila calva,331,4.44,74,1949/3
5350,Kianna,Rata,279,0.435,77,1947/7
5351,Pamelia,Oryx,43,187.5,66,1957/3
5352,Lidia,Alpaca,34,88.4,84,1940/12
5353,Halsey,Manatí de tierra,225,500.5,83,1940/3
5354,Glendon,Saltamontes,24,0.00109,81,1943/9
5355,Linna,Gallina,47,1.275,27,1996/1
5356,Hart,Mosca,207,7e-05,82,1941/2
5357,Adams,Wallaby,156,11.0,27,1997/7
5358,Jayvion,Ballena azul,170,139500.0,91,1932/1
5359,Pricilla,Escarabajo rinoceronte,82,0.068,17,2007/6
5360,Mallie,Esturión,337,74.0,84,1940/6
5361,Dario,Pangolín,207,11.52,70,1954/12
5362,Ryleigh,Pavo real,115,3.2,15,2008/3
5363,Dorthey,Erizo de tierra,155,0.37,29,1994/1
5364,Sharyl,Pez halcón,48,0.65,97,1927/11
5365,Thompson,Delfín nariz de botella,82,260.0,27,1997/9
5366,Kandy,Pez globo,216,1.46,71,1953/10
5367,Shemar,Caracol de jardín,62,0.092,51,1972/3
5368,Summer,Berrendo,154,27.2,104,1920/7
5369,Isaac,Pulpo de anillos azules,111,1.44,31,1992/4
5370,Dayanara,Erizo de tierra,136,0.46,76,1948/10
5371,Almina,Medusa,331,1.25,87,1937/6
5372,Hilliard,Ñu,244,122.4,70,1954/8
5373,Gaetano,Caballito de mar,233,0.0006,36,1987/4
5374,Lavonia,Tortuga de orejas rojas,116,0.595,86,1938/10
5375,Carin,Esturión,55,50.5,71,1953/10
5376,Alfonzo,Cabra,132,51.75,99,1925/5
5377,Mattye,Cerdo,99,161.7,47,1977/9
5378,Pierce,Suricata,166,1.875,11,2013/6
5379,Damaris,Perro,257,25.25,13,2010/4
5380,Percival,Pez loro,318,0.168,49,1975/6
5381,Maye,Cocodrilo de agua salada,283,530.0,89,1935/12
5382,Pinkie,Grillo,88,0.00228,37,1987/6
5383,Tatum,Mantarraya,204,1290.0,57,1967/9
5384,Leda,Petauro del azúcar,196,0.0915,90,1933/4
5385,Mose,Lagarto,14,0.335,38,1985/2
5386,Dorr,Esturión,288,56.5,80,1944/7
5387,Azalee,Ballena piloto,77,11840.0,63,1961/9
5388,Hunt,Estrella de mar,334,0.104,72,1951/3
5389,Macel,Antílope saiga,119,72.0,94,1930/9
5390,Kalvin,Serpiente pitón,167,88.2,50,1974/6
5391,Darrien,Ñu,246,117.6,32,1992/5
5392,Elmina,Iguana,30,7.1,70,1954/11
5393,Jelani,Alpaca,213,52.65,25,1998/1
5394,Johana,Oryx,50,78.0,90,1933/4
5395,Shirl,Pavo real,147,4.4,28,1996/5
5396,Alejandro,Ciervo almizclero,269,62.4,93,1931/10
5397,Maleah,Elefante marino,298,912.0,89,1935/8
5398,Vonetta,Caballito de mar,327,0.036,71,1953/12
5399,Eathel,Pez ángel,317,0.399,39,1985/8
5400,Litha,Tortuga de tierra,141,125.0,13,2011/8
5401,Shanta,Gecko,203,0.069,20,2004/9
5402,Sonny,Dorado,337,13.8,84,1940/8
5403,Derwin,Pez halcón,141,0.31,58,1965/2
5404,Lynda,Cigarra,35,0.00294,66,1957/3
5405,Lum,Burro,284,246.0,48,1976/5
5406,Ottie,Gacela,83,66.5,54,1969/2
5407,Pauline,Trucha,220,1.01,33,1991/10
5408,Tucker,Llama,58,93.0,37,1987/12
5409,Tahj,Estrella espinosa,72,0.222,71,1953/10
5410,Frank,Jirafa,240,1152.0,38,1985/2
5411,Zion,Camarón,328,0.0062,52,1971/4
5412,Karyme,Narval,57,2220.0,29,1995/12
5413,Jamaal,Águila calva,188,3.78,17,2007/5
5414,Rickie,Pez globo,61,0.57,35,1989/11
5415,Ceylon,Salamandra,191,0.098,76,1947/4
5416,Baylee,Pez loro,149,0.168,103,1920/3
5417,Enoch,Oso polar,271,513.0,68,1955/4
5418,Evangeline,Lince,287,12.0,57,1966/3
5419,Jermain,Ciervo almizclero,160,76.8,38,1985/1
5420,Silvester,Estrella espinosa,103,0.278,78,1945/2
5421,Jabez,Camarón,52,0.0112,37,1986/3
5422,Lauryn,Gálago,329,0.141,30,1993/1
5423,Rodger,Pez globo,285,0.9,2,2021/3
5424,Cass,Cabra,310,31.95,61,1963/11
5425,Lillian,Cangrejo ermitaño,29,0.105,21,2003/12
5426,Tye,Estrella de mar,4,0.174,57,1967/12
5427,Stormy,Cerdo,148,117.7,76,1948/6
5428,Cassandra,Salamandra gigante,325,1.08,84,1939/1
5429,Latrina,Suricata,2,1.515,74,1950/11
5430,Lavera,Caracol de mar,246,0.0595,5,2019/9
5431,Nunzio,Cabra,87,34.65,5,2019/10
5432,Larkin,Pez gato,286,1.02,79,1945/6
5433,Toma,Tiburón blanco,304,1056.0,19,2004/3
5434,Robb,Pez halcón,31,0.495,103,1920/4
5435,Emory,Ñandú,55,29.75,65,1959/8
5436,Rich,Escarabajo ciervo,221,0.0268,5,2019/6
5437,Laisha,Escarabajo rinoceronte,227,0.135,99,1925/11
5438,Shon,Zorro,70,5.82,57,1967/7
5439,Baylee,Águila calva,296,3.24,68,1956/11
5440,Abdul,Pez ángel,26,0.273,13,2011/8
5441,Anne,Tortuga de tierra,338,87.0,12,2012/12
5442,Mozelle,Gato,137,4.76,21,2003/6
5443,Edsel,Águila,247,5.04,6,2018/9
5444,Joann,Pez dorado,174,0.123,46,1978/10
5445,Cody,Mariposa monarca,62,0.00238,1,2023/9
5446,Chancey,Cangrejo yeti,233,5.6,8,2016/12
5447,Imelda,Cabra,250,50.4,68,1956/11
5448,Yandel,Antílope saiga,95,49.5,62,1961/4
5449,Dara,Ñu,221,148.8,64,1959/3
